arm,panel,step,condition,global_task_id,init_state_id,teacher_demo,video_ordinal,env_seed,policy_seed_root,success,steps
main,validation,1800,correct,13,15,2,15,7,7,1,123
main,validation,1800,correct,13,16,36,16,7,7,1,130
main,validation,1800,correct,13,17,35,17,7,7,0,280
main,validation,1800,correct,13,18,0,18,7,7,1,167
main,validation,1800,correct,13,19,47,19,7,7,0,280
main,validation,1800,correct,13,20,30,20,7,7,0,280
main,validation,1800,correct,13,21,4,21,7,7,1,222
main,validation,1800,correct,13,22,13,22,7,7,1,257
main,validation,1800,correct,13,23,45,23,7,7,1,262
main,validation,1800,correct,13,24,43,24,7,7,1,122
main,validation,1800,correct,13,25,5,25,7,7,0,280
main,validation,1800,correct,13,26,7,26,7,7,0,280
main,validation,1800,correct,13,27,46,27,7,7,0,280
main,validation,1800,correct,13,28,15,28,7,7,0,280
main,validation,1800,correct,13,29,49,29,7,7,1,131
main,validation,1800,correct,13,30,26,30,7,7,0,280
main,validation,1800,correct,13,31,10,31,7,7,1,113
main,validation,1800,correct,13,32,23,32,7,7,0,280
main,validation,1800,correct,13,33,17,33,7,7,1,138
main,validation,1800,correct,13,34,1,34,7,7,1,167
main,validation,1800,correct,13,35,21,35,7,7,0,280
main,validation,1800,correct,13,36,12,36,7,7,1,126
main,validation,1800,correct,13,37,11,37,7,7,0,280
main,validation,1800,correct,13,38,40,38,7,7,1,136
main,validation,1800,correct,13,39,41,39,7,7,0,280
main,validation,1800,correct,13,40,19,40,7,7,1,247
main,validation,1800,correct,13,41,32,41,7,7,1,135
main,validation,1800,correct,13,42,38,42,7,7,0,280
main,validation,1800,correct,13,43,22,43,7,7,0,280
main,validation,1800,correct,13,44,29,44,7,7,0,280
main,validation,1800,correct,13,45,37,45,7,7,0,280
main,validation,1800,correct,13,46,31,46,7,7,1,127
main,validation,1800,correct,13,47,6,47,7,7,1,225
main,validation,1800,correct,13,48,27,48,7,7,0,280
main,validation,1800,correct,13,49,39,49,7,7,0,280
main,validation,1800,correct,1,0,1,0,7,7,0,220
main,validation,1800,correct,1,1,21,1,7,7,0,220
main,validation,1800,correct,1,2,39,2,7,7,0,220
main,validation,1800,correct,1,3,14,3,7,7,0,220
main,validation,1800,correct,1,4,2,4,7,7,0,220
main,validation,1800,correct,1,5,34,5,7,7,0,220
main,validation,1800,correct,1,6,40,6,7,7,0,220
main,validation,1800,correct,1,7,8,7,7,7,0,220
main,validation,1800,correct,1,8,4,8,7,7,0,220
main,validation,1800,correct,1,9,42,9,7,7,0,220
main,validation,1800,correct,1,10,44,10,7,7,0,220
main,validation,1800,correct,1,11,24,11,7,7,0,220
main,validation,1800,correct,1,12,36,12,7,7,0,220
main,validation,1800,correct,1,13,37,13,7,7,0,220
main,validation,1800,correct,1,14,18,14,7,7,0,220
main,validation,1800,correct,1,15,31,15,7,7,0,220
main,validation,1800,correct,1,16,33,16,7,7,0,220
main,validation,1800,correct,1,17,9,17,7,7,0,220
main,validation,1800,correct,1,18,6,18,7,7,0,220
main,validation,1800,correct,1,19,7,19,7,7,0,220
main,validation,1800,correct,1,20,27,20,7,7,0,220
main,validation,1800,correct,1,21,20,21,7,7,0,220
main,validation,1800,correct,1,22,38,22,7,7,0,220
main,validation,1800,correct,1,23,46,23,7,7,0,220
main,validation,1800,correct,1,24,17,24,7,7,0,220
main,validation,1800,correct,1,25,41,25,7,7,0,220
main,validation,1800,correct,1,26,0,26,7,7,0,220
main,validation,1800,correct,1,27,30,27,7,7,0,220
main,validation,1800,correct,1,28,22,28,7,7,0,220
main,validation,1800,correct,1,29,12,29,7,7,0,220
main,validation,1800,correct,1,30,47,30,7,7,0,220
main,validation,1800,correct,1,31,45,31,7,7,0,220
main,validation,1800,correct,1,32,32,32,7,7,0,220
main,validation,1800,correct,1,33,43,33,7,7,0,220
main,validation,1800,correct,1,34,3,34,7,7,0,220
main,validation,1800,correct,1,35,11,35,7,7,0,220
main,validation,1800,correct,1,36,48,36,7,7,0,220
main,validation,1800,correct,1,37,28,37,7,7,0,220
main,validation,1800,correct,1,38,35,38,7,7,0,220
main,validation,1800,correct,1,39,29,39,7,7,0,220
main,validation,1800,correct,1,40,15,40,7,7,0,220
main,validation,1800,correct,1,41,5,41,7,7,0,220
main,validation,1800,correct,1,42,26,42,7,7,0,220
main,validation,1800,correct,1,43,19,43,7,7,0,220
main,validation,1800,correct,1,44,23,44,7,7,0,220
main,validation,1800,correct,1,45,10,45,7,7,0,220
main,validation,1800,correct,1,46,16,46,7,7,0,220
main,validation,1800,correct,1,47,25,47,7,7,0,220
main,validation,1800,correct,1,48,49,48,7,7,0,220
main,validation,1800,correct,1,49,13,49,7,7,0,220
main,validation,1800,correct,3,0,2,0,7,7,1,102
main,validation,1800,correct,3,1,36,1,7,7,0,220
main,validation,1800,correct,3,2,43,2,7,7,1,117
main,validation,1800,correct,3,3,16,3,7,7,1,99
main,validation,1800,correct,3,4,7,4,7,7,1,170
main,validation,1800,correct,3,5,8,5,7,7,1,213
main,validation,1800,correct,3,6,14,6,7,7,0,220
main,validation,1800,correct,3,7,38,7,7,7,1,106
main,validation,1800,correct,3,8,33,8,7,7,0,220
main,validation,1800,correct,3,9,1,9,7,7,1,150
main,validation,1800,correct,3,10,21,10,7,7,1,140
main,validation,1800,correct,3,11,5,11,7,7,1,111
main,validation,1800,correct,3,12,49,12,7,7,1,114
main,validation,1800,correct,3,13,29,13,7,7,0,220
main,validation,1800,correct,3,14,24,14,7,7,1,144
main,validation,1800,correct,3,15,10,15,7,7,1,88
main,validation,1800,correct,3,16,44,16,7,7,0,220
main,validation,1800,correct,3,17,15,17,7,7,1,109
main,validation,1800,correct,3,18,19,18,7,7,1,113
main,validation,1800,correct,3,19,39,19,7,7,1,92
main,validation,1800,correct,3,20,6,20,7,7,0,220
main,validation,1800,correct,3,21,30,21,7,7,1,93
main,validation,1800,correct,3,22,28,22,7,7,1,120
main,validation,1800,correct,3,23,34,23,7,7,1,102
main,validation,1800,correct,3,24,3,24,7,7,1,114
main,validation,1800,correct,3,25,45,25,7,7,0,220
main,validation,1800,correct,3,26,32,26,7,7,1,112
main,validation,1800,correct,3,27,22,27,7,7,0,220
main,validation,1800,correct,3,28,20,28,7,7,0,220
main,validation,1800,correct,3,29,23,29,7,7,1,102
main,validation,1800,correct,3,30,9,30,7,7,0,220
main,validation,1800,correct,3,31,0,31,7,7,0,220
main,validation,1800,correct,3,32,4,32,7,7,0,220
main,validation,1800,correct,3,33,47,33,7,7,0,220
main,validation,1800,correct,3,34,31,34,7,7,1,197
main,validation,1800,correct,3,35,27,35,7,7,0,220
main,validation,1800,correct,3,36,17,36,7,7,1,100
main,validation,1800,correct,3,37,41,37,7,7,1,116
main,validation,1800,correct,3,38,25,38,7,7,1,95
main,validation,1800,correct,3,39,35,39,7,7,1,101
main,validation,1800,correct,3,40,46,40,7,7,0,220
main,validation,1800,correct,3,41,40,41,7,7,0,220
main,validation,1800,correct,3,42,42,42,7,7,1,104
main,validation,1800,correct,3,43,48,43,7,7,1,95
main,validation,1800,correct,3,44,26,44,7,7,1,98
main,validation,1800,correct,3,45,11,45,7,7,1,96
main,validation,1800,correct,3,46,18,46,7,7,0,220
main,validation,1800,correct,3,47,13,47,7,7,1,138
main,validation,1800,correct,3,48,12,48,7,7,1,128
main,validation,1800,correct,3,49,37,49,7,7,1,107
main,validation,2100,correct,31,0,47,0,7,7,0,520
main,validation,2100,correct,31,1,9,1,7,7,0,520
main,validation,2100,correct,31,2,3,2,7,7,0,520
main,validation,2100,correct,31,3,32,3,7,7,0,520
main,validation,2100,correct,31,4,15,4,7,7,1,338
main,validation,2100,correct,31,5,18,5,7,7,0,520
main,validation,2100,correct,31,6,34,6,7,7,1,321
main,validation,2100,correct,31,7,11,7,7,7,0,520
main,validation,2100,correct,31,8,31,8,7,7,0,520
main,validation,2100,correct,31,9,45,9,7,7,0,520
main,validation,2100,correct,31,10,49,10,7,7,1,485
main,validation,2100,correct,31,11,28,11,7,7,0,520
main,validation,2100,correct,31,12,39,12,7,7,1,501
main,validation,2100,correct,31,13,43,13,7,7,1,420
main,validation,2100,correct,31,14,12,14,7,7,0,520
main,validation,2100,correct,31,15,38,15,7,7,0,520
main,validation,2100,correct,31,16,35,16,7,7,1,348
main,validation,2100,correct,31,17,33,17,7,7,1,342
main,validation,2100,correct,31,18,42,18,7,7,0,520
main,validation,2100,correct,31,19,24,19,7,7,0,520
main,validation,2100,correct,31,20,21,20,7,7,1,295
main,validation,2100,correct,31,21,23,21,7,7,0,520
main,validation,2100,correct,31,22,2,22,7,7,1,408
main,validation,2100,correct,31,23,48,23,7,7,1,353
main,validation,2100,correct,31,24,0,24,7,7,0,520
main,validation,2100,correct,31,25,7,25,7,7,0,520
main,validation,2100,correct,31,26,37,26,7,7,1,431
main,validation,2100,correct,31,27,4,27,7,7,1,505
main,validation,2100,correct,31,28,20,28,7,7,0,520
main,validation,2100,correct,31,29,25,29,7,7,0,520
main,validation,2100,correct,31,30,46,30,7,7,0,520
main,validation,2100,correct,31,31,22,31,7,7,1,334
main,validation,2100,correct,31,32,41,32,7,7,0,520
main,validation,2100,correct,31,33,40,33,7,7,0,520
main,validation,2100,correct,31,34,13,34,7,7,1,256
main,validation,2100,correct,31,35,16,35,7,7,0,520
main,validation,2100,correct,31,36,10,36,7,7,1,331
main,validation,2100,correct,31,37,17,37,7,7,1,282
main,validation,2100,correct,31,38,6,38,7,7,1,337
main,validation,2100,correct,31,39,27,39,7,7,0,520
main,validation,2100,correct,31,40,36,40,7,7,0,520
main,validation,2100,correct,31,41,26,41,7,7,0,520
main,validation,2100,correct,31,42,44,42,7,7,0,520
main,validation,2100,correct,31,43,19,43,7,7,1,293
main,validation,2100,correct,31,44,14,44,7,7,0,520
main,validation,2100,correct,31,45,8,45,7,7,0,520
main,validation,2100,correct,31,46,5,46,7,7,1,390
main,validation,2100,correct,31,47,30,47,7,7,0,520
main,validation,2100,correct,31,48,29,48,7,7,0,520
main,validation,2100,correct,31,49,1,49,7,7,0,520
main,validation,2100,correct,32,0,16,0,7,7,0,520
main,validation,2100,correct,32,1,35,1,7,7,0,520
main,validation,2100,correct,32,2,12,2,7,7,0,520
main,validation,2100,correct,32,3,8,3,7,7,0,520
main,validation,2100,correct,32,4,37,4,7,7,0,520
main,validation,2100,correct,32,5,42,5,7,7,0,520
main,validation,2100,correct,32,6,15,6,7,7,0,520
main,validation,2100,correct,32,7,43,7,7,7,0,520
main,validation,2100,correct,32,8,33,8,7,7,0,520
main,validation,2100,correct,32,9,25,9,7,7,0,520
main,validation,2100,correct,32,10,3,10,7,7,0,520
main,validation,2100,correct,32,11,29,11,7,7,0,520
main,validation,2100,correct,32,12,24,12,7,7,0,520
main,validation,2100,correct,32,13,28,13,7,7,0,520
main,validation,2100,correct,32,14,47,14,7,7,0,520
main,validation,2100,correct,32,15,36,15,7,7,0,520
main,validation,2100,correct,32,16,18,16,7,7,0,520
main,validation,2100,correct,32,17,46,17,7,7,0,520
main,validation,2100,correct,32,18,39,18,7,7,0,520
main,validation,2100,correct,32,19,31,19,7,7,0,520
main,validation,2100,correct,32,20,32,20,7,7,0,520
main,validation,2100,correct,32,21,34,21,7,7,0,520
main,validation,2100,correct,32,22,19,22,7,7,0,520
main,validation,2100,correct,32,23,49,23,7,7,0,520
main,validation,2100,correct,32,24,45,24,7,7,0,520
main,validation,2100,correct,32,25,21,25,7,7,0,520
main,validation,2100,correct,32,26,44,26,7,7,0,520
main,validation,2100,correct,32,27,2,27,7,7,0,520
main,validation,2100,correct,32,28,38,28,7,7,0,520
main,validation,2100,correct,32,29,5,29,7,7,0,520
main,validation,2100,correct,32,30,1,30,7,7,0,520
main,validation,2100,correct,32,31,27,31,7,7,0,520
main,validation,2100,correct,32,32,7,32,7,7,0,520
main,validation,2100,correct,32,33,13,33,7,7,0,520
main,validation,2100,correct,32,34,23,34,7,7,0,520
main,validation,2100,correct,32,35,11,35,7,7,0,520
main,validation,2100,correct,32,36,9,36,7,7,0,520
main,validation,2100,correct,32,37,0,37,7,7,0,520
main,validation,2100,correct,32,38,10,38,7,7,0,520
main,validation,2100,correct,32,39,26,39,7,7,0,520
main,validation,2100,correct,32,40,4,40,7,7,0,520
main,validation,2100,correct,32,41,30,41,7,7,0,520
main,validation,2100,correct,32,42,40,42,7,7,0,520
main,validation,2100,correct,32,43,22,43,7,7,0,520
main,validation,2100,correct,32,44,41,44,7,7,0,520
main,validation,2100,correct,32,45,17,45,7,7,0,520
main,validation,2100,correct,32,46,20,46,7,7,0,520
main,validation,2100,correct,32,47,14,47,7,7,0,520
main,validation,2100,correct,32,48,48,48,7,7,0,520
main,validation,2100,correct,32,49,6,49,7,7,0,520
main,validation,2100,correct,23,0,35,0,7,7,0,300
main,validation,2100,correct,23,1,13,1,7,7,0,300
main,validation,2100,correct,23,2,15,2,7,7,0,300
main,validation,2100,correct,23,3,8,3,7,7,0,300
main,validation,2100,correct,23,4,34,4,7,7,0,300
main,validation,2100,correct,23,5,28,5,7,7,0,300
main,validation,2100,correct,23,6,29,6,7,7,0,300
main,validation,2100,correct,23,7,19,7,7,7,0,300
main,validation,2100,correct,23,8,17,8,7,7,0,300
main,validation,2100,correct,23,9,2,9,7,7,0,300
main,validation,2100,correct,23,10,0,10,7,7,0,300
main,validation,2100,correct,23,11,31,11,7,7,0,300
main,validation,2100,correct,23,12,3,12,7,7,0,300
main,validation,2100,correct,23,13,30,13,7,7,0,300
