suite,task_id,split_role,language,init_state_id,env_seed,policy_seed_root,policy_noise_seeds,success,steps,wall_seconds,finished_at,stage_predicates,occupancy_trajectory,horizon_writer_lora,asset,panel,global_task_id,old_writer_unseen_auxiliary,paired_teacher_demo
libero_spatial,5,train,pick up the black bowl on the ramekin and place it on the plate,3,7,7,"[3621597416465773204,8359337169648245935,5744939891821775059,7086073565515240221,8414104011005972442,1357607194157334646,2457086667379005528,5139625551208531962,1783376984749811127,2203776395258555631,3657205777711994108,7764281548266222437,3692589158748323839,6333526485836836501,7238512290876979597,8252196340216571223,1391771959196485743,6178020184378955223,1721163266043831601,4312768008700186563,2859265695794382997,6257629896877401346,3214259742792075943,1999357425995595611,8867469239714716146,258670271998867373,3128089778059045497,4972603320284032672,3517116997601447791,8458840178778282710,3850010694656790019,6039143352532170053,5728601851165170391,5397310806882260251,2293439605123562986,3944940115202676581,3887942342016073271,7193857442464383750,5977725493914439167,1467464744768087708,4873965942234301875,3138613920958659569,2614654898400994111,1214837462032301007]",False,220,39.007156354840845,43.37105153268203,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}","{""bytes"":69415257,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_spatial_task_05_state_003.pt"",""replans"":44}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":5,""init_state_id"":3,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_spatial"",""task_id"":5,""teacher_demo"":3,""teacher_raw_frames"":121,""teacher_sampled_frames"":25,""test_use"":false}",O1500,train,5,False,3
libero_spatial,7,train,pick up the black bowl on the stove and place it on the plate,0,7,7,"[8860512939643002952,7305892915116313584,6600149728612776307,8752014322555712292,9159443665344864132,3748566440965895194,673031707609208575,4382847811375432032,3183953177240202152,4827959849555365684,8027860632661586452,523990053016017450,9085873970308404896,8932401287869707718,3414090784665512976,7516448465408070827,1406352271980649565,7521697099492649814,4462510421249513874,3876035414895575679,5299465691909999882,8781439129847774454,6686528434166226194]",True,111,26.669871719088405,27.83490482904017,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":111}]}","{""bytes"":36285802,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_spatial_task_07_state_000.pt"",""replans"":23}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":7,""init_state_id"":0,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_spatial"",""task_id"":7,""teacher_demo"":0,""teacher_raw_frames"":155,""teacher_sampled_frames"":32,""test_use"":false}",O1500,train,7,False,0
libero_spatial,7,train,pick up the black bowl on the stove and place it on the plate,1,7,7,"[4534021060883521833,9026905912977082461,4808555720481214932,8503670798955834384,5972345743408122066,8838525188849991096,2856101562254632339,4482595906452315814,3434188169977942467,7985418067034188883,9097367675132806926,2058352380433547633,3431551927526130333,8808354954499189918,557616745451118471,7019629026487755929,5921363881277097403,8825026556377032831,2264481834634252451,457293413597673605,3581166459691132976,6043476433407198372,8252721951464966321,5977862060771975128,1996687696070853151]",True,123,29.09965218277648,31.321236076764762,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":123}]}","{""bytes"":39440976,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_spatial_task_07_state_001.pt"",""replans"":25}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":7,""init_state_id"":1,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_spatial"",""task_id"":7,""teacher_demo"":1,""teacher_raw_frames"":125,""teacher_sampled_frames"":26,""test_use"":false}",O1500,train,7,False,1
libero_spatial,7,train,pick up the black bowl on the stove and place it on the plate,2,7,7,"[2716251375073171738,8049712028238188176,1598961167065654123,4755763789268781435,4646857958709024522,6914225840622955044,5573874959127695675,7114826051942459516,4493222236179623310,6151224640883173422,1308415051361516778,9096980738005567473,8228643533572900652,7691863563192459793,7592960794211444420,9056922484206779306,2234326808775397208,4827621346943853126,5758187805781238965,887643835648115926,4246874755487696912,3883115485969714727,2540104280623826014,1193382702733136726,7839651454512889570,2752705616438492218,6596127430420649144,8011189765139562093,7657678188807738705]",True,142,30.31505893310532,33.55765208415687,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":142}]}","{""bytes"":45751324,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_spatial_task_07_state_002.pt"",""replans"":29}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":7,""init_state_id"":2,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_spatial"",""task_id"":7,""teacher_demo"":2,""teacher_raw_frames"":124,""teacher_sampled_frames"":26,""test_use"":false}",O1500,train,7,False,2
libero_spatial,7,train,pick up the black bowl on the stove and place it on the plate,3,7,7,"[6262820076752428103,4647141719007556199,2558909064595167663,1436225617566126154,5331028542787216864,1700471507057443990,3493721523755451788,2886529366537706207,6967346967983560001,5617073074102920609,5984865832338637220,8559952677090218467,3832477420239482378,176646764400085765,6848534797422537363,4932562024647258224,5609398224426934900,4717874863988391871,3495055827177260515,7918636031778131271,3293542358724567982,7135344104179070012,8594750535769308648,3068481545553526444]",True,116,25.89291605213657,30.127316941972822,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":116}]}","{""bytes"":37863389,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_spatial_task_07_state_003.pt"",""replans"":24}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":7,""init_state_id"":3,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_spatial"",""task_id"":7,""teacher_demo"":3,""teacher_raw_frames"":191,""teacher_sampled_frames"":39,""test_use"":false}",O1500,train,7,False,3
libero_object,2,train,pick up the salad dressing and place it in the basket,0,7,7,"[926971204240776524,8852970192180508234,7594642915430612756,6949624471219738414,8678418478545596585,7955862672732622887,3105327838272853580,6211554433824911803,6656189574454732066,5578928989321598728,5992228228138252069,1563889852935576123,2143145904404040586,166840200037075020,8136154808220516449,8394378735983203648,6806365180665921169,3588972006584734615,8041013076229572720,3899524213718088049,1060033558408845916,1474019411076631326,4030917986631749338,1920393417184737037,6555893101066362251,4074366801348485076,9103703520426295733,5289540875458414095,3365390134638702452,4761972337007149352,4642007772747823066,7595541929468217684]",True,157,29.931103894952685,31.028213060926646,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""salad_dressing_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":157}]}","{""bytes"":50483983,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_object_task_02_state_000.pt"",""replans"":32}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":12,""init_state_id"":0,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_object"",""task_id"":2,""teacher_demo"":0,""teacher_raw_frames"":137,""teacher_sampled_frames"":29,""test_use"":false}",O1500,train,12,False,0
libero_object,2,train,pick up the salad dressing and place it in the basket,1,7,7,"[1901561695000682192,2003766107740913469,8755200202034928571,3133797423555193730,8435314461711372540,5267886066226551003,695848683296115357,2713319643480232557,9188174131248631266,1362528486973096986,6839078978808543802,220334253274724613,73283253109529949,4947001090250361269,632322592973956895,1917767870106579780,4306378780912509961,7511429792504407578,8536027760756004605,2182079769965389270,3975142908658168401,2565459673285321056,3189876221184975315,6453834132575965793,1774322765775069461,2843693022487972725,7373677649854649301,3086439080011965080,8152262382344389222,5717011585812009083,4119944326188867785,1323441598191467120,1889714953393603785,5191220327495673327,7694156533531543963,7495959713903553051,6783463270577461664,8756921786846037510,8112098236217851224,8200168533135899433,2028940080133672165,2024310360713863999,3994415375352535725,6664617973221683548,6655741272199419378,907258625021504820,8948112858356337270,8644386923918930220,7481039100869315351,3011156613347040234,1582254911761359315,5472288417531588728,4781665992265395053,6631220592358479453,4037821958267693051,3636440491695181790]",False,280,43.253372059203684,45.50527503620833,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""in"",""salad_dressing_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}","{""bytes"":88346143,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_object_task_02_state_001.pt"",""replans"":56}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":12,""init_state_id"":1,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_object"",""task_id"":2,""teacher_demo"":1,""teacher_raw_frames"":124,""teacher_sampled_frames"":26,""test_use"":false}",O1500,train,12,False,1
libero_object,2,train,pick up the salad dressing and place it in the basket,2,7,7,"[819876312240355918,7393526760793077091,8219609591024630774,678086930081810191,5378668988763670442,8562896929448108889,7952206833824424980,6153578163397244934,8600353560611264702,5360519908927206101,1677456591289604523,4312131950909776386,1300295824871377689,8889213098818255465,506148884820736663,2789678235081217361,2700613037678503463,8166941857721968609,884944661215142797,4953819884431911953,4135886623190422532,4445636141886008669,4937543429469994179]",True,111,20.661385129205883,23.882029321044683,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""salad_dressing_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":111}]}","{""bytes"":36285681,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_object_task_02_state_002.pt"",""replans"":23}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":12,""init_state_id"":2,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_object"",""task_id"":2,""teacher_demo"":2,""teacher_raw_frames"":129,""teacher_sampled_frames"":27,""test_use"":false}",O1500,train,12,False,2
libero_object,2,train,pick up the salad dressing and place it in the basket,3,7,7,"[8639434405770398152,205919488606740875,2501948881802714263,5069929753859729762,3302366391688415942,9001581433863466647,9100694176453527499,328107878187802325,765954685160989904,6696427461794402730,3918120898880784857,907785793522543587,4121862568451884869,8672988666222239330,6314501926142379404,7414403981683438948,8881091179082601343,1875116340184474766,1900830040124490039,1950079712428461041,2516449151849810246,2310421115796619497,9054438725339839852,300142070450751365,7502943848515967706,7525226907824315211,1579069792832207232,2126256233270394446,200425568793567960,1473398849984927838,256974336133703160,2579939327168962525,7516160650261415276,5804312339824171996,1125953436632123172,8972614325382409897,6585408981715560279,8657870435269572251,4359114053935924699,4358653051936709503,8564780160120538480,5772594916368460674,2487848699716086663,6540382024773083440,6087995028654358106,1509307301461323395,3132709909459763677,5386500077548155145,8902967546907806115,5367969233733623052,8661713807828836874,8865162749370189000,9001557041549757974,7615066434818214185,5998747412507569924,1772336693234564772]",False,280,42.13207986811176,46.37344796722755,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""in"",""salad_dressing_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}","{""bytes"":88346143,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_object_task_02_state_003.pt"",""replans"":56}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":12,""init_state_id"":3,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_object"",""task_id"":2,""teacher_demo"":3,""teacher_raw_frames"":125,""teacher_sampled_frames"":26,""test_use"":false}",O1500,train,12,False,3
libero_10,7,train,put both the alphabet soup and the cream cheese box in the basket,0,7,7,"[907041501630148667,4612298201938112620,7281379436564235312,8338984819693199724,2296327197964993479,1274874525767175883,1421085673004716131,8425219134706071258,2062056564332073825,3071823040802638185,7938505278379970267,3522984377378569669,5154699334473623640,5638591476749275226,7552400992327635367,4732095005522759435,548401318343329476,267082782734891939,5857808572556056244,728457632512888542,2479756125584198374,4267585010630026791,3441643870553481288,8467915757498431008,5439084353704905879,2429549296788933905,55074050952303357,7067922698958479450,3148481196641040200,7928035374902457223,2440436879351599588,3729017454671572477,656442492107433950,6368157897057010948,3464442594792354172,1280125980264144632,8474274633303663975,4870810077541056637,7166101728600443393,369158490192561197,764757969214367234,3552159545576718613,994019392606449986,7808204169934001903,6396956296601003891,2148627265909606181,3392973609910076788,7144436042418807983,5348980458885744959,4710379024947167801,2102325676071880200,7802958165199808900,7461942172918253974,1218388398405274306,392458831657878906,6590274664344723069]",True,280,52.21977225737646,53.2731667063199,"{""ever_satisfied"":[true,true],""final_satisfied"":[true,true],""peak_satisfied_count"":2,""predicates"":[[""in"",""alphabet_soup_1"",""basket_1_contain_region""],[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[true,false],""step"":142},{""satisfied"":[true,true],""step"":280}]}","{""bytes"":88344999,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_10_task_07_state_000.pt"",""replans"":56}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":37,""init_state_id"":0,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_10"",""task_id"":7,""teacher_demo"":0,""teacher_raw_frames"":242,""teacher_sampled_frames"":50,""test_use"":false}",O1500,train,37,False,0
libero_10,7,train,put both the alphabet soup and the cream cheese box in the basket,1,7,7,"[6054502716598075368,3373274192069980437,3185364884059471209,3608991073448512685,517748803206916309,9010808168683658860,3969398306279785984,4655120805785931556,7448513816754508384,6099694596918001882,2806494977354897077,1697037100477914334,3569436727247049860,9001816453034556463,5893953901839926098,379451450119823168,8132891434927867249,2722460681803149974,1058756159028552051,8444513812763477876,6323003568009789490,52925706232198483,3407496001400737197,794108315628650049,1689708956482017287,6306014752980090556,222897003135104657,8970068682809487284,4922052258049670881,8302988477073037773,1401187420163282846,5228472353476866614,4162134272585034759,6051809908143140903,714351754922177042,7991097623387708277,3396592449574138399,858780414343094743,1449441676156483277,3888627651511577075,155784254709717277,6010283337508566400,3779320978360101683,4318483056333515657,4692049277477932425,1941648099277504086,6553702964953029061,4236415250678739318,6518696491373012657,190199796422483962,8469442507697709941,7455061427177288459,4234408307774238832,4590956702557915850,6208500787622481845,3636122027318942685,2679645038158141695,5819158568058406159,1802602973444189485,3831144166720032239]",True,298,55.39094471279532,57.421251262072474,"{""ever_satisfied"":[true,true],""final_satisfied"":[true,true],""peak_satisfied_count"":2,""predicates"":[[""in"",""alphabet_soup_1"",""basket_1_contain_region""],[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[true,false],""step"":165},{""satisfied"":[true,true],""step"":298}]}","{""bytes"":94655247,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_10_task_07_state_001.pt"",""replans"":60}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":37,""init_state_id"":1,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_10"",""task_id"":7,""teacher_demo"":1,""teacher_raw_frames"":290,""teacher_sampled_frames"":59,""test_use"":false}",O1500,train,37,False,1
libero_10,7,train,put both the alphabet soup and the cream cheese box in the basket,2,7,7,"[1141831798795922170,476116436293911919,8237067642382420058,8506762262383606495,8118914937716207702,6284120947842339944,5004368348949994857,2575816952202784325,8399303744084685300,3438407395270645068,4847004481919487525,4778235962858992395,2987713141466338533,7585356651342685923,6087824187240540081,2465977945630732666,818275127846322222,4361172374205476552,1363189026606831070,7707235255140555837,237400437888141885,1146283858514531568,3850848674028441834,650811130426090841,6160135171061725906,3483504987025845820,6498816732458390038,7218577709392159996,7128287944051605903,50186553606729547,703871423265154097,6748925175270680900,62943701319998776,8871551844684075718,6246572900359449399,6724406725943219299,7589562940788109256,1311415916896953251,8538578553698842348,8590143181027533353,1727269024583300655,8874194122223207471,1494456880129197172,1258027500909655032,2123678301846287987,6615294656067858141,5292781605920597399,6766452077574426209,4106142271637509256,7944857383135646459,2758304030882941327,1233962433497190800,5931477854873810331,1925478660043407668,2134106801114080327,4348801145395112301,6160679031719540698,3369816591660648786,2280960161367007601,557433821533756898]",True,298,55.25471217883751,58.256780540104955,"{""ever_satisfied"":[true,true],""final_satisfied"":[true,true],""peak_satisfied_count"":2,""predicates"":[[""in"",""alphabet_soup_1"",""basket_1_contain_region""],[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[true,false],""step"":174},{""satisfied"":[true,true],""step"":298}]}","{""bytes"":94655247,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_10_task_07_state_002.pt"",""replans"":60}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":37,""init_state_id"":2,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_10"",""task_id"":7,""teacher_demo"":2,""teacher_raw_frames"":246,""teacher_sampled_frames"":50,""test_use"":false}",O1500,train,37,False,2
libero_10,7,train,put both the alphabet soup and the cream cheese box in the basket,3,7,7,"[2564337726511075081,5588539802720706177,8775329953075666572,5502734918043840715,2092305860409775971,409625624490978284,4085299268941489435,8537830137714499300,568405597646791332,7423717016718826754,3915870455637148669,2898978858585350803,4397789666744193489,2082563152445061563,4581449232139627278,3122536630266406140,402405693449307991,5333397642091636170,4281490812767731821,1427349246640133864,2491309653112030774,522460717354252433,3125383268646429144,7478539731247921594,5371076715465631031,7506666998267534558,916571016847850532,8462493505229270233,1275308000854540889,302180627571622010,5418315110241812777,5655448071561038713,1171241367948681616,3039543837268948738,8310244414432532984,6347707175048813495,1089396369855840143,6191562696556655605,1307279807344854794,4573733249512577896,3781442485052134047,4904651705656643174,3964760207791545460,4888267404949723309,5708215700067311094,93351870594750137,7590328213776734030,2376818188200500100,8033740422074731563,8833071520693473000,3900278425239308475,6285770524664953689,298215509636217961,7524413092535480125,1924834980762599057,5353770390211977189,5775369009135924867,4983960296733771645,40860364176140609,8913189508617915024,1653597497255095179,5228244224918912755,7952889457035110258,2998638369209666747,7360675218213687924,3960161747503774333,1162121901720168574,2771401518294943291,494829771310993070,1016663463374572010,5221300783558526386,3566105101420442845,2496767167296237965,2022532979888013655,7570518909759524339,2735949389879153538,9105492749033457927,5412777787333337721,119534179516599881,5819652029600558410,2246517444466848572,1596380778975994481,1338579922064022058,2603405220912974990,5663788447106072631,4672507471840626590,8145653830112058190,486078702135903794,3280033746944948631,7467581260173456463,4338782030418425116,2037733434139655232,8367183244256398486,6074121470605164128,6471962946093271814,8760919547051329777,1426197829903420392,6525226390880203438,4334216163813253032,5716428432204494209,8045796856932139703,1940061399356146172,8803015403780318604,7112992690418151429]",False,520,74.18297267192975,78.18058864632621,"{""ever_satisfied"":[false,false],""final_satisfied"":[false,false],""peak_satisfied_count"":0,""predicates"":[[""in"",""alphabet_soup_1"",""basket_1_contain_region""],[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0}]}","{""bytes"":164068359,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_10_task_07_state_003.pt"",""replans"":104}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":37,""init_state_id"":3,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_10"",""task_id"":7,""teacher_demo"":3,""teacher_raw_frames"":279,""teacher_sampled_frames"":57,""test_use"":false}",O1500,train,37,False,3
libero_90,3,meta_train,put the butter at the back in the top drawer of the cabinet and close it,0,7,7,"[3463252452235991221,2337350760912150312,8161855968009784438,8214055746421606667,1542958794424955060,1596371316421749689,3300839992879728970,1515216923558476676,8888616565337359682,3989284990074701907,2047032325460580723,208746576969330771,7795845198237565512,4976912510760930834,7677423444143065202,8437475311278861364,2992029420982994691,8540929155291270607,8857381824075531757,6717524333376369801,318682629911040204,8238151636016414989,9078950066631763160,6879576329745308635,4784715550055640506,3237121610935137325,275944231883205180,5679325194804583127,4967419413390713644,2167890266506144336,5863705567279506357,7761565759944990785,749883301249389933,7745405932829170145,6976429834935865508,4224780568260474079,3082579395966673195,4444291559591529242,3378334455998234911,7961691266153444905,4124259173913512252,833317639180748350,3217108074690754645,3607908681784261282,2206642858479643219,2257833335526743994,6159907326730237897,6014151386682797684,4444814980151198423,494273962248739412,5387391762731679374,4207960682978792606,6253913212662190257,680051005274234807,5755190560437176166,7752735209539649131,4499854443646442154,5578719532408161934,8387465158339274941,6932021039332671545,498379322178770448,516760205738439424,8018227530473659407,7836243701259509544,389340132735599459,8156519216678610539,1818112252648014313,2768731340793173021,3266159983024997747,7767239205487080919,1389214168505661593,8512610166659998821,2025168984122265854,2128898246343102261,6595893810663968719,2209556388422789011,2655910356153951709,2102889133934450867,857562532889934394,4749325289428225232]",False,400,68.86165285203606,69.8964943322353,"{""ever_satisfied"":[false,true],""final_satisfied"":[false,false],""peak_satisfied_count"":1,""predicates"":[[""in"",""butter_2"",""wooden_cabinet_1_top_region""],[""close"",""wooden_cabinet_1_top_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[false,true],""step"":205},{""satisfied"":[false,false],""step"":214}]}","{""bytes"":126206679,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_90_task_03_state_000.pt"",""replans"":80}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":43,""init_state_id"":0,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_90"",""task_id"":3,""teacher_demo"":0,""teacher_raw_frames"":183,""teacher_sampled_frames"":38,""test_use"":false}",O1500,train,43,True,0
libero_90,3,meta_train,put the butter at the back in the top drawer of the cabinet and close it,1,7,7,"[1744563937202573523,1501003248594690273,4253770601318701296,569720763052505910,299951401507768706,4043973426313508183,8115517137211960739,162191702331670159,3187597477918770790,4281690915880607494,1581939060727012639,6615223608210381767,740238587186198268,4940629726328038995,5365514443359147225,2607753611118602531,3753150467719338450,7704083716949971615,2439358823286897676,8744672896785378582,3236819262618452874,8946988731821132698,1129383953514847038,3682261918095857997,2894654045154240909,3754117739133419628,7384586953620171694,934313948325649401,4470262752704418924,8616903928537340804,8502319734231964819,666073978247704497,4632206942576607149,5717284662142015458,3714063673190115246,8956307803125253506,3006628929142561915,7221847654967489809,8810540623657208093,4987444605859592822,8510236322019906113,1645155789097810721,2338417431097479678,5184122402600124683,8248378395996744609,4154410740635730229,3212729081858374170,3290179764328841330,3965088169182855839,7778407970895099842,1887935274734365856,5298254513216022455,6708291835253940653,7503563274835975588,1275802730566037733,2105205285945811199,6507750431272380395,5300150638411956224,2743367277329917707,7146175411066914808,2125538946275256949,5203068838537854607,8930467415322172262,3926994520100602731,3604152635855828965,5693288806760571001,144643616978297979,6507439242720680948,1776958691228115775,1339647855977536959,7510271815279146723,3747459138505968126,8904326392794307666,7420229589559841585,4767937041690697535,283088200525881925,7991439676075133577,1000234148043899946,7636747624529989313,907323717247090788]",False,400,69.61891675041988,71.59117138339207,"{""ever_satisfied"":[false,true],""final_satisfied"":[false,false],""peak_satisfied_count"":1,""predicates"":[[""in"",""butter_2"",""wooden_cabinet_1_top_region""],[""close"",""wooden_cabinet_1_top_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[false,true],""step"":177},{""satisfied"":[false,false],""step"":253},{""satisfied"":[false,true],""step"":263},{""satisfied"":[false,false],""step"":267},{""satisfied"":[false,true],""step"":274},{""satisfied"":[false,false],""step"":276},{""satisfied"":[false,true],""step"":281},{""satisfied"":[false,false],""step"":316},{""satisfied"":[false,true],""step"":317},{""satisfied"":[false,false],""step"":347},{""satisfied"":[false,true],""step"":359},{""satisfied"":[false,false],""step"":364},{""satisfied"":[false,true],""step"":367},{""satisfied"":[false,false],""step"":374}]}","{""bytes"":126206679,""path"":""<writer-stability-study>/rollouts/e1/O1500/trajectories/libero_90_task_03_state_001.pt"",""replans"":80}","{""asset"":""O1500"",""checkpoint_selection_use"":false,""global_task_id"":43,""init_state_id"":1,""outcome_dependence"":false,""schema_version"":""ember_writer_stability_rollout_condition_v1"",""suite"":""libero_90"",""task_id"":3,""teacher_demo"":1,""teacher_raw_frames"":204,""teacher_sampled_frames"":42,""test_use"":false}",O1500,train,43,True,1
