asset,panel,suite,task_id,global_task_id,init_state_id,success,steps,paired_teacher_demo,path,bytes,replans
N1000,train,libero_spatial,7,7,2,False,220,2,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_spatial_task_07_state_002.pt,69415257,44
N1000,train,libero_spatial,7,7,3,True,113,3,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_spatial_task_07_state_003.pt,36285802,23
N1000,train,libero_object,2,12,0,True,117,0,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_object_task_02_state_000.pt,37863263,24
N1000,train,libero_object,2,12,1,False,280,1,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_object_task_02_state_001.pt,88346143,56
N1000,train,libero_object,2,12,2,False,280,2,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_object_task_02_state_002.pt,88346143,56
N1000,train,libero_object,2,12,3,False,280,3,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_object_task_02_state_003.pt,88346143,56
N1000,train,libero_10,7,37,0,False,520,0,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_10_task_07_state_000.pt,164068359,104
N1000,train,libero_10,7,37,1,False,520,1,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_10_task_07_state_001.pt,164068359,104
N1000,train,libero_10,7,37,2,False,520,2,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_10_task_07_state_002.pt,164068359,104
N1000,train,libero_10,7,37,3,False,520,3,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_10_task_07_state_003.pt,164068359,104
N1000,train,libero_90,3,43,0,True,169,0,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_03_state_000.pt,53638443,34
N1000,train,libero_90,3,43,1,False,400,1,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_03_state_001.pt,126206679,80
N1000,train,libero_90,3,43,2,True,174,2,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_03_state_002.pt,55216005,35
N1000,train,libero_90,3,43,3,False,400,3,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_03_state_003.pt,126206679,80
N1000,train,libero_90,56,96,0,True,80,0,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_56_state_000.pt,25242219,16
N1000,train,libero_90,56,96,1,True,76,1,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_56_state_001.pt,25242219,16
N1000,train,libero_90,56,96,2,True,78,2,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_56_state_002.pt,25242219,16
N1000,train,libero_90,56,96,3,True,82,3,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_56_state_003.pt,26819776,17
N1000,train,libero_90,11,51,0,True,59,0,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_11_state_000.pt,18931991,12
N1000,train,libero_90,11,51,1,True,75,1,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_11_state_001.pt,23664662,15
N1000,train,libero_90,11,51,2,True,66,2,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_11_state_002.pt,22087105,14
N1000,train,libero_90,11,51,3,True,71,3,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_11_state_003.pt,23664662,15
N1000,train,libero_90,33,73,0,True,179,0,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_33_state_000.pt,56793567,36
N1000,train,libero_90,33,73,1,True,192,1,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_33_state_001.pt,61526253,39
N1000,train,libero_90,33,73,2,True,232,2,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_33_state_002.pt,74146813,47
N1000,train,libero_90,33,73,3,False,400,3,<writer-stability-study>/rollouts/e1/N1000/trajectories/libero_90_task_33_state_003.pt,126206679,80
N1800,common_held,libero_spatial,3,3,0,False,220,0,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_spatial_task_03_state_000.pt,69415257,44
N1800,common_held,libero_spatial,3,3,1,False,220,1,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_spatial_task_03_state_001.pt,69415257,44
N1800,common_held,libero_spatial,3,3,2,False,220,2,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_spatial_task_03_state_002.pt,69415257,44
N1800,common_held,libero_spatial,3,3,3,False,220,3,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_spatial_task_03_state_003.pt,69415257,44
N1800,common_held,libero_object,1,11,0,True,163,0,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_object_task_01_state_000.pt,52061565,33
N1800,common_held,libero_object,1,11,1,True,183,1,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_object_task_01_state_001.pt,58371893,37
N1800,common_held,libero_object,1,11,2,True,153,2,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_object_task_01_state_002.pt,48906401,31
N1800,common_held,libero_object,1,11,3,True,157,3,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_object_task_01_state_003.pt,50483983,32
N1800,common_held,libero_goal,3,23,0,False,300,0,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_goal_task_03_state_000.pt,94655859,60
N1800,common_held,libero_goal,3,23,1,False,300,1,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_goal_task_03_state_001.pt,94655859,60
N1800,common_held,libero_goal,3,23,2,False,300,2,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_goal_task_03_state_002.pt,94655859,60
N1800,common_held,libero_goal,3,23,3,False,300,3,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_goal_task_03_state_003.pt,94655859,60
N1800,common_held,libero_goal,6,26,0,True,115,0,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_goal_task_06_state_000.pt,36285439,23
N1800,common_held,libero_goal,6,26,1,True,123,1,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_goal_task_06_state_001.pt,39440583,25
N1800,common_held,libero_goal,6,26,2,True,110,2,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_goal_task_06_state_002.pt,34707803,22
N1800,common_held,libero_goal,6,26,3,True,105,3,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_goal_task_06_state_003.pt,33130231,21
N1800,common_held,libero_10,1,31,0,False,520,0,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_10_task_01_state_000.pt,164068359,104
N1800,common_held,libero_10,1,31,1,False,520,1,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_10_task_01_state_001.pt,164068359,104
N1800,common_held,libero_10,1,31,2,False,520,2,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_10_task_01_state_002.pt,164068359,104
N1800,common_held,libero_10,1,31,3,False,520,3,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_10_task_01_state_003.pt,164068359,104
N1800,train,libero_spatial,5,5,0,False,220,0,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_spatial_task_05_state_000.pt,69415257,44
N1800,train,libero_spatial,5,5,1,True,89,1,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_spatial_task_05_state_001.pt,28397813,18
N1800,train,libero_spatial,5,5,2,True,146,2,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_spatial_task_05_state_002.pt,47328975,30
N1800,train,libero_spatial,5,5,3,True,141,3,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_spatial_task_05_state_003.pt,45751324,29
N1800,train,libero_spatial,7,7,0,True,127,0,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_spatial_task_07_state_000.pt,41018563,26
N1800,train,libero_spatial,7,7,1,True,190,1,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_spatial_task_07_state_001.pt,59949735,38
N1800,train,libero_spatial,7,7,2,True,145,2,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_spatial_task_07_state_002.pt,45751324,29
N1800,train,libero_spatial,7,7,3,True,118,3,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_spatial_task_07_state_003.pt,37863389,24
N1800,train,libero_object,2,12,0,False,280,0,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_object_task_02_state_000.pt,88346143,56
N1800,train,libero_object,2,12,1,False,280,1,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_object_task_02_state_001.pt,88346143,56
N1800,train,libero_object,2,12,2,False,280,2,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_object_task_02_state_002.pt,88346143,56
N1800,train,libero_object,2,12,3,False,280,3,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_object_task_02_state_003.pt,88346143,56
N1800,train,libero_10,7,37,0,True,297,0,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_10_task_07_state_000.pt,94655247,60
N1800,train,libero_10,7,37,1,False,520,1,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_10_task_07_state_001.pt,164068359,104
N1800,train,libero_10,7,37,2,True,256,2,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_10_task_07_state_002.pt,82034687,52
N1800,train,libero_10,7,37,3,False,520,3,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_10_task_07_state_003.pt,164068359,104
N1800,train,libero_90,3,43,0,True,172,0,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_03_state_000.pt,55216005,35
N1800,train,libero_90,3,43,1,False,400,1,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_03_state_001.pt,126206679,80
N1800,train,libero_90,3,43,2,True,173,2,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_03_state_002.pt,55216005,35
N1800,train,libero_90,3,43,3,False,400,3,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_03_state_003.pt,126206679,80
N1800,train,libero_90,56,96,0,True,87,0,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_56_state_000.pt,28397333,18
N1800,train,libero_90,56,96,1,True,76,1,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_56_state_001.pt,25242219,16
N1800,train,libero_90,56,96,2,True,87,2,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_56_state_002.pt,28397333,18
N1800,train,libero_90,56,96,3,True,92,3,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_56_state_003.pt,29974890,19
N1800,train,libero_90,11,51,0,True,72,0,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_11_state_000.pt,23664662,15
N1800,train,libero_90,11,51,1,True,81,1,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_11_state_001.pt,26819776,17
N1800,train,libero_90,11,51,2,True,73,2,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_11_state_002.pt,23664662,15
N1800,train,libero_90,11,51,3,True,88,3,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_11_state_003.pt,28397333,18
N1800,train,libero_90,33,73,0,True,152,0,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_33_state_000.pt,48905693,31
N1800,train,libero_90,33,73,1,True,181,1,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_33_state_001.pt,58371129,37
N1800,train,libero_90,33,73,2,True,369,2,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_33_state_002.pt,116741243,74
N1800,train,libero_90,33,73,3,False,400,3,<writer-stability-study>/rollouts/e1/N1800/trajectories/libero_90_task_33_state_003.pt,126206679,80
M300,common_held,libero_spatial,3,3,0,True,103,0,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_spatial_task_03_state_000.pt,33130564,21
M300,common_held,libero_spatial,3,3,1,True,111,1,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_spatial_task_03_state_001.pt,36285802,23
M300,common_held,libero_spatial,3,3,2,True,146,2,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_spatial_task_03_state_002.pt,47328975,30
M300,common_held,libero_spatial,3,3,3,False,220,3,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_spatial_task_03_state_003.pt,69415257,44
M300,common_held,libero_object,1,11,0,True,176,0,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_object_task_01_state_000.pt,56794311,36
M300,common_held,libero_object,1,11,1,False,280,1,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_object_task_01_state_001.pt,88346143,56
M300,common_held,libero_object,1,11,2,False,280,2,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_object_task_01_state_002.pt,88346143,56
M300,common_held,libero_object,1,11,3,True,158,3,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_object_task_01_state_003.pt,50483983,32
M300,common_held,libero_goal,3,23,0,False,300,0,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_goal_task_03_state_000.pt,94655859,60
M300,common_held,libero_goal,3,23,1,False,300,1,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_goal_task_03_state_001.pt,94655859,60
M300,common_held,libero_goal,3,23,2,False,300,2,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_goal_task_03_state_002.pt,94655859,60
