asset,control_step,global_task_id,init_state_id,pair_id,predicate,predicate_index,satisfied,suite,task_id
O1200,81,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,82,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,83,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,84,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,85,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,86,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,87,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,88,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,89,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,90,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,91,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,92,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,93,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,94,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,95,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,96,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,97,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,98,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,99,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,100,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,101,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,102,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,103,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,104,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,105,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,106,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,107,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,108,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,109,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,110,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,111,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,112,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,113,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,114,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,115,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,116,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,117,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,118,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,119,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,120,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,121,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,122,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,123,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,124,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,125,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,126,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,127,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,128,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,129,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,130,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,131,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,132,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,133,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,134,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,135,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,136,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,137,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,138,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,139,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,140,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,141,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,142,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,143,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,True,libero_spatial,5
C600,0,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,1,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,2,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,3,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,4,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,5,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,6,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,7,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,8,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,9,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,10,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,11,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,12,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,13,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,14,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,15,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,16,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,17,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,18,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,19,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,20,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,21,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,22,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,23,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,24,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,25,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,26,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,27,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,28,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,29,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,30,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,31,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,32,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,33,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,34,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,35,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,36,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,37,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,38,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,39,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,40,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,41,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,42,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,43,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,44,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,45,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,46,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,47,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,48,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,49,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,50,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,51,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,52,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,53,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,54,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,55,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,56,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,57,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,58,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,59,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,60,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,61,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,62,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,63,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,64,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,65,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,66,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,67,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,68,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,69,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
C600,70,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
