arm,suite,task_id,global_task_id,language,init_state_id,env_seed,policy_seed_root,success,steps,wall_seconds,final_satisfied_count,ever_satisfied_count,peak_satisfied_count,predicate_count,stage_predicates
O1200,libero_10,1,31,put both the cream cheese box and the butter in the basket,2,7,7,False,520,95.87659173505381,1,1,1,2,"{""ever_satisfied"":[true,false],""final_satisfied"":[true,false],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""],[""in"",""butter_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[true,false],""step"":132},{""satisfied"":[false,false],""step"":198},{""satisfied"":[true,false],""step"":225},{""satisfied"":[false,false],""step"":276},{""satisfied"":[true,false],""step"":434},{""satisfied"":[false,false],""step"":441},{""satisfied"":[true,false],""step"":442}]}"
O1200,libero_10,1,31,put both the cream cheese box and the butter in the basket,3,7,7,False,520,96.50539842899889,0,1,1,2,"{""ever_satisfied"":[true,false],""final_satisfied"":[false,false],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""],[""in"",""butter_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[true,false],""step"":199},{""satisfied"":[false,false],""step"":258},{""satisfied"":[true,false],""step"":262},{""satisfied"":[false,false],""step"":263},{""satisfied"":[true,false],""step"":280},{""satisfied"":[false,false],""step"":281},{""satisfied"":[true,false],""step"":285},{""satisfied"":[false,false],""step"":456}]}"
SELF,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,0,7,7,True,117,34.027300115674734,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":117}]}"
SELF,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,1,7,7,False,220,48.66882640682161,0,0,0,1,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}"
SELF,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,2,7,7,True,99,27.15603751409799,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":99}]}"
SELF,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,3,7,7,False,220,46.22405769769102,0,0,0,1,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}"
SELF,libero_object,1,11,pick up the cream cheese and place it in the basket,0,7,7,True,185,34.75211478676647,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":185}]}"
SELF,libero_object,1,11,pick up the cream cheese and place it in the basket,1,7,7,True,130,27.29158752411604,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":130}]}"
SELF,libero_object,1,11,pick up the cream cheese and place it in the basket,2,7,7,True,208,34.88053342606872,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":208}]}"
SELF,libero_object,1,11,pick up the cream cheese and place it in the basket,3,7,7,True,127,25.08223864529282,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":127}]}"
SELF,libero_goal,6,26,put the cream cheese in the bowl,0,7,7,True,102,21.815438989549875,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""cream_cheese_1"",""akita_black_bowl_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":102}]}"
SELF,libero_goal,6,26,put the cream cheese in the bowl,1,7,7,True,118,23.192221835255623,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""cream_cheese_1"",""akita_black_bowl_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":118}]}"
SELF,libero_goal,6,26,put the cream cheese in the bowl,2,7,7,True,106,20.70853194501251,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""cream_cheese_1"",""akita_black_bowl_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":106}]}"
SELF,libero_goal,6,26,put the cream cheese in the bowl,3,7,7,True,116,21.327103133313358,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""cream_cheese_1"",""akita_black_bowl_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":116}]}"
SELF,libero_10,1,31,put both the cream cheese box and the butter in the basket,0,7,7,False,520,101.08423694688827,0,0,0,2,"{""ever_satisfied"":[false,false],""final_satisfied"":[false,false],""peak_satisfied_count"":0,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""],[""in"",""butter_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0}]}"
SELF,libero_10,1,31,put both the cream cheese box and the butter in the basket,1,7,7,True,509,98.27580835670233,2,2,2,2,"{""ever_satisfied"":[true,true],""final_satisfied"":[true,true],""peak_satisfied_count"":2,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""],[""in"",""butter_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[true,false],""step"":366},{""satisfied"":[true,true],""step"":509}]}"
SELF,libero_10,1,31,put both the cream cheese box and the butter in the basket,2,7,7,False,520,98.62125753238797,0,1,1,2,"{""ever_satisfied"":[true,false],""final_satisfied"":[false,false],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""],[""in"",""butter_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[true,false],""step"":132},{""satisfied"":[false,false],""step"":168},{""satisfied"":[true,false],""step"":183},{""satisfied"":[false,false],""step"":190},{""satisfied"":[true,false],""step"":202},{""satisfied"":[false,false],""step"":469},{""satisfied"":[true,false],""step"":472},{""satisfied"":[false,false],""step"":508}]}"
SELF,libero_10,1,31,put both the cream cheese box and the butter in the basket,3,7,7,False,520,97.47285791113973,1,1,1,2,"{""ever_satisfied"":[true,false],""final_satisfied"":[true,false],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""],[""in"",""butter_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[true,false],""step"":141},{""satisfied"":[false,false],""step"":184},{""satisfied"":[true,false],""step"":205},{""satisfied"":[false,false],""step"":386},{""satisfied"":[true,false],""step"":404}]}"
NEWSPACE,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,0,7,7,False,220,41.30436973553151,0,0,0,1,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}"
NEWSPACE,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,1,7,7,True,198,38.288741029798985,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":198}]}"
NEWSPACE,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,2,7,7,True,105,23.071170183829963,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":105}]}"
NEWSPACE,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,3,7,7,True,137,28.003849896602333,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":137}]}"
NEWSPACE,libero_object,1,11,pick up the cream cheese and place it in the basket,0,7,7,True,122,24.25585230998695,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":122}]}"
NEWSPACE,libero_object,1,11,pick up the cream cheese and place it in the basket,1,7,7,True,148,26.64469880145043,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":148}]}"
NEWSPACE,libero_object,1,11,pick up the cream cheese and place it in the basket,2,7,7,True,132,23.79028624948114,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":132}]}"
NEWSPACE,libero_object,1,11,pick up the cream cheese and place it in the basket,3,7,7,True,138,23.767605491913855,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":138}]}"
NEWSPACE,libero_goal,6,26,put the cream cheese in the bowl,0,7,7,True,98,20.936506377533078,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""cream_cheese_1"",""akita_black_bowl_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":98}]}"
NEWSPACE,libero_goal,6,26,put the cream cheese in the bowl,1,7,7,True,102,20.633977940306067,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""cream_cheese_1"",""akita_black_bowl_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":102}]}"
NEWSPACE,libero_goal,6,26,put the cream cheese in the bowl,2,7,7,True,98,19.318490485660732,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""cream_cheese_1"",""akita_black_bowl_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":98}]}"
NEWSPACE,libero_goal,6,26,put the cream cheese in the bowl,3,7,7,True,96,18.166950876824558,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""cream_cheese_1"",""akita_black_bowl_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":96}]}"
NEWSPACE,libero_10,1,31,put both the cream cheese box and the butter in the basket,0,7,7,False,520,97.90380630362779,0,0,0,2,"{""ever_satisfied"":[false,false],""final_satisfied"":[false,false],""peak_satisfied_count"":0,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""],[""in"",""butter_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0}]}"
NEWSPACE,libero_10,1,31,put both the cream cheese box and the butter in the basket,1,7,7,False,520,96.62679164670408,0,0,0,2,"{""ever_satisfied"":[false,false],""final_satisfied"":[false,false],""peak_satisfied_count"":0,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""],[""in"",""butter_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0}]}"
NEWSPACE,libero_10,1,31,put both the cream cheese box and the butter in the basket,2,7,7,False,520,95.4264456005767,1,1,1,2,"{""ever_satisfied"":[true,false],""final_satisfied"":[true,false],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""],[""in"",""butter_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[true,false],""step"":129},{""satisfied"":[false,false],""step"":257},{""satisfied"":[true,false],""step"":272}]}"
NEWSPACE,libero_10,1,31,put both the cream cheese box and the butter in the basket,3,7,7,False,520,94.18041141796857,0,1,1,2,"{""ever_satisfied"":[true,false],""final_satisfied"":[false,false],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""],[""in"",""butter_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[true,false],""step"":164},{""satisfied"":[false,false],""step"":201},{""satisfied"":[true,false],""step"":297},{""satisfied"":[false,false],""step"":298}]}"
SHRINK,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,0,7,7,False,220,47.40537527948618,0,0,0,1,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}"
SHRINK,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,1,7,7,False,220,46.292978500016034,0,0,0,1,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}"
SHRINK,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,2,7,7,True,103,23.97528336942196,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":103}]}"
SHRINK,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,3,7,7,False,220,44.141533146612346,0,0,0,1,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}"
SHRINK,libero_object,1,11,pick up the cream cheese and place it in the basket,0,7,7,True,157,28.446883372962475,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":157}]}"
SHRINK,libero_object,1,11,pick up the cream cheese and place it in the basket,1,7,7,True,135,25.457720333710313,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":135}]}"
SHRINK,libero_object,1,11,pick up the cream cheese and place it in the basket,2,7,7,True,132,24.390354203991592,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":132}]}"
SHRINK,libero_object,1,11,pick up the cream cheese and place it in the basket,3,7,7,True,130,22.661280980333686,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":130}]}"
SHRINK,libero_goal,6,26,put the cream cheese in the bowl,0,7,7,True,101,24.028289971873164,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""cream_cheese_1"",""akita_black_bowl_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":101}]}"
SHRINK,libero_goal,6,26,put the cream cheese in the bowl,1,7,7,True,118,25.15750303864479,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""cream_cheese_1"",""akita_black_bowl_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":118}]}"
SHRINK,libero_goal,6,26,put the cream cheese in the bowl,2,7,7,True,115,23.729233362711966,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""cream_cheese_1"",""akita_black_bowl_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":115}]}"
SHRINK,libero_goal,6,26,put the cream cheese in the bowl,3,7,7,True,98,20.68711455538869,1,1,1,1,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""cream_cheese_1"",""akita_black_bowl_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":98}]}"
SHRINK,libero_10,1,31,put both the cream cheese box and the butter in the basket,0,7,7,False,520,100.36381140630692,1,1,1,2,"{""ever_satisfied"":[true,false],""final_satisfied"":[true,false],""peak_satisfied_count"":1,""predicates"":[[""in"",""cream_cheese_1"",""basket_1_contain_region""],[""in"",""butter_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[true,false],""step"":246},{""satisfied"":[false,false],""step"":324},{""satisfied"":[true,false],""step"":345},{""satisfied"":[false,false],""step"":356},{""satisfied"":[true,false],""step"":368}]}"
