panel,writer_step,arm,suite,task_id,init_state_id,language,success,steps,wall_seconds,split_role,env_seed,policy_seed_root,policy_noise_draws,condition_id,selection_mode,selection_seed,video_ordinal,language_global_task_id,used_video_global_task_id,used_video_suite,used_video_task_id,teacher_demo_indices,paired_correct_demos,paired_other_demos,video_raw_frame_count,video_sampled_frame_count,single_complete_rank16,writer_invocations,panel_integrity_passed
cross_episode_correct_200,200,correct,libero_10,1,39,put both the cream cheese box and the butter in the basket,0,520,155.10057627223432,validation,7,7,104,task_31_demos_27,per_init_ordinal,20260911,39,31,31,libero_10,1,[27],[27],[44],257,53,True,1,True
cross_episode_correct_200,200,correct,libero_10,1,40,put both the cream cheese box and the butter in the basket,0,520,160.34225342050195,validation,7,7,104,task_31_demos_36,per_init_ordinal,20260911,40,31,31,libero_10,1,[36],[36],[3],244,50,True,1,True
cross_episode_correct_200,200,correct,libero_10,1,41,put both the cream cheese box and the butter in the basket,0,520,155.52878511045128,validation,7,7,104,task_31_demos_26,per_init_ordinal,20260911,41,31,31,libero_10,1,[26],[26],[43],322,66,True,1,True
cross_episode_correct_200,200,correct,libero_10,1,42,put both the cream cheese box and the butter in the basket,0,520,159.11090038344264,validation,7,7,104,task_31_demos_44,per_init_ordinal,20260911,42,31,31,libero_10,1,[44],[44],[11],276,56,True,1,True
cross_episode_correct_200,200,correct,libero_10,1,43,put both the cream cheese box and the butter in the basket,0,520,154.4724321430549,validation,7,7,104,task_31_demos_19,per_init_ordinal,20260911,43,31,31,libero_10,1,[19],[19],[36],255,52,True,1,True
cross_episode_correct_200,200,correct,libero_10,1,44,put both the cream cheese box and the butter in the basket,0,520,159.20887283794582,validation,7,7,104,task_31_demos_14,per_init_ordinal,20260911,44,31,31,libero_10,1,[14],[14],[31],246,50,True,1,True
cross_episode_correct_200,200,correct,libero_10,1,45,put both the cream cheese box and the butter in the basket,1,412,121.39184386841953,validation,7,7,83,task_31_demos_08,per_init_ordinal,20260911,45,31,31,libero_10,1,[8],[8],[25],238,49,True,1,True
cross_episode_correct_200,200,correct,libero_10,1,46,put both the cream cheese box and the butter in the basket,1,455,143.9530586162582,validation,7,7,91,task_31_demos_05,per_init_ordinal,20260911,46,31,31,libero_10,1,[5],[5],[22],279,57,True,1,True
cross_episode_correct_200,200,correct,libero_10,1,47,put both the cream cheese box and the butter in the basket,0,520,142.26537968963385,validation,7,7,104,task_31_demos_30,per_init_ordinal,20260911,47,31,31,libero_10,1,[30],[30],[47],249,51,True,1,True
cross_episode_correct_200,200,correct,libero_10,1,48,put both the cream cheese box and the butter in the basket,1,311,117.28375760372728,validation,7,7,63,task_31_demos_29,per_init_ordinal,20260911,48,31,31,libero_10,1,[29],[29],[46],247,51,True,1,True
cross_episode_correct_200,200,correct,libero_10,1,49,put both the cream cheese box and the butter in the basket,0,520,192.20484297070652,validation,7,7,104,task_31_demos_01,per_init_ordinal,20260911,49,31,31,libero_10,1,[1],[1],[18],252,52,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,0,put the yellow and white mug in the microwave and close it,0,520,199.62916262075305,validation,7,7,104,task_39_demos_47,per_init_ordinal,20260911,0,39,39,libero_10,9,[47],[47],[14],248,51,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,1,put the yellow and white mug in the microwave and close it,0,520,177.9429172920063,validation,7,7,104,task_39_demos_48,per_init_ordinal,20260911,1,39,39,libero_10,9,[48],[48],[15],267,55,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,2,put the yellow and white mug in the microwave and close it,0,520,181.1406116290018,validation,7,7,104,task_39_demos_04,per_init_ordinal,20260911,2,39,39,libero_10,9,[4],[4],[21],364,74,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,3,put the yellow and white mug in the microwave and close it,0,520,163.5858273478225,validation,7,7,104,task_39_demos_27,per_init_ordinal,20260911,3,39,39,libero_10,9,[27],[27],[44],373,76,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,4,put the yellow and white mug in the microwave and close it,0,520,160.91802061349154,validation,7,7,104,task_39_demos_17,per_init_ordinal,20260911,4,39,39,libero_10,9,[17],[17],[34],279,57,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,5,put the yellow and white mug in the microwave and close it,0,520,164.59843024704605,validation,7,7,104,task_39_demos_26,per_init_ordinal,20260911,5,39,39,libero_10,9,[26],[26],[43],258,53,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,6,put the yellow and white mug in the microwave and close it,0,520,165.09360131341964,validation,7,7,104,task_39_demos_11,per_init_ordinal,20260911,6,39,39,libero_10,9,[11],[11],[28],253,52,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,7,put the yellow and white mug in the microwave and close it,0,520,162.77273914590478,validation,7,7,104,task_39_demos_45,per_init_ordinal,20260911,7,39,39,libero_10,9,[45],[45],[12],375,76,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,8,put the yellow and white mug in the microwave and close it,0,520,164.44113800115883,validation,7,7,104,task_39_demos_41,per_init_ordinal,20260911,8,39,39,libero_10,9,[41],[41],[8],353,72,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,9,put the yellow and white mug in the microwave and close it,0,520,163.935566236265,validation,7,7,104,task_39_demos_21,per_init_ordinal,20260911,9,39,39,libero_10,9,[21],[21],[38],302,62,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,10,put the yellow and white mug in the microwave and close it,0,520,160.65269363485277,validation,7,7,104,task_39_demos_18,per_init_ordinal,20260911,10,39,39,libero_10,9,[18],[18],[35],260,53,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,11,put the yellow and white mug in the microwave and close it,0,520,167.31672330386937,validation,7,7,104,task_39_demos_32,per_init_ordinal,20260911,11,39,39,libero_10,9,[32],[32],[49],265,54,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,12,put the yellow and white mug in the microwave and close it,0,520,198.39887175802141,validation,7,7,104,task_39_demos_02,per_init_ordinal,20260911,12,39,39,libero_10,9,[2],[2],[19],271,55,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,13,put the yellow and white mug in the microwave and close it,0,520,176.79294172953814,validation,7,7,104,task_39_demos_05,per_init_ordinal,20260911,13,39,39,libero_10,9,[5],[5],[22],293,60,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,14,put the yellow and white mug in the microwave and close it,0,520,179.87559611909091,validation,7,7,104,task_39_demos_23,per_init_ordinal,20260911,14,39,39,libero_10,9,[23],[23],[40],343,70,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,15,put the yellow and white mug in the microwave and close it,0,520,162.2112614205107,validation,7,7,104,task_39_demos_10,per_init_ordinal,20260911,15,39,39,libero_10,9,[10],[10],[27],285,58,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,16,put the yellow and white mug in the microwave and close it,0,520,159.58721514604986,validation,7,7,104,task_39_demos_44,per_init_ordinal,20260911,16,39,39,libero_10,9,[44],[44],[11],300,61,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,17,put the yellow and white mug in the microwave and close it,0,520,163.2098852340132,validation,7,7,104,task_39_demos_30,per_init_ordinal,20260911,17,39,39,libero_10,9,[30],[30],[47],337,69,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,18,put the yellow and white mug in the microwave and close it,0,520,163.80981247778982,validation,7,7,104,task_39_demos_08,per_init_ordinal,20260911,18,39,39,libero_10,9,[8],[8],[25],317,65,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,19,put the yellow and white mug in the microwave and close it,0,520,161.65334658604115,validation,7,7,104,task_39_demos_25,per_init_ordinal,20260911,19,39,39,libero_10,9,[25],[25],[42],255,52,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,20,put the yellow and white mug in the microwave and close it,0,520,163.110112529248,validation,7,7,104,task_39_demos_29,per_init_ordinal,20260911,20,39,39,libero_10,9,[29],[29],[46],224,46,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,21,put the yellow and white mug in the microwave and close it,0,520,162.61691567208618,validation,7,7,104,task_39_demos_37,per_init_ordinal,20260911,21,39,39,libero_10,9,[37],[37],[4],278,57,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,22,put the yellow and white mug in the microwave and close it,0,520,159.54735480807722,validation,7,7,104,task_39_demos_16,per_init_ordinal,20260911,22,39,39,libero_10,9,[16],[16],[33],268,55,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,23,put the yellow and white mug in the microwave and close it,0,520,165.68386713787913,validation,7,7,104,task_39_demos_28,per_init_ordinal,20260911,23,39,39,libero_10,9,[28],[28],[45],239,49,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,24,put the yellow and white mug in the microwave and close it,0,520,197.3595193484798,validation,7,7,104,task_39_demos_07,per_init_ordinal,20260911,24,39,39,libero_10,9,[7],[7],[24],307,63,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,25,put the yellow and white mug in the microwave and close it,0,520,175.67272565700114,validation,7,7,104,task_39_demos_46,per_init_ordinal,20260911,25,39,39,libero_10,9,[46],[46],[13],256,52,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,26,put the yellow and white mug in the microwave and close it,0,520,178.62998129054904,validation,7,7,104,task_39_demos_03,per_init_ordinal,20260911,26,39,39,libero_10,9,[3],[3],[20],415,84,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,27,put the yellow and white mug in the microwave and close it,0,520,161.06914319191128,validation,7,7,104,task_39_demos_34,per_init_ordinal,20260911,27,39,39,libero_10,9,[34],[34],[1],395,80,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,28,put the yellow and white mug in the microwave and close it,0,520,158.48677496798337,validation,7,7,104,task_39_demos_49,per_init_ordinal,20260911,28,39,39,libero_10,9,[49],[49],[16],295,60,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,29,put the yellow and white mug in the microwave and close it,0,520,161.75214019604027,validation,7,7,104,task_39_demos_36,per_init_ordinal,20260911,29,39,39,libero_10,9,[36],[36],[3],449,91,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,30,put the yellow and white mug in the microwave and close it,0,520,162.73301565274596,validation,7,7,104,task_39_demos_01,per_init_ordinal,20260911,30,39,39,libero_10,9,[1],[1],[18],248,51,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,31,put the yellow and white mug in the microwave and close it,0,520,160.5007885945961,validation,7,7,104,task_39_demos_35,per_init_ordinal,20260911,31,39,39,libero_10,9,[35],[35],[2],269,55,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,32,put the yellow and white mug in the microwave and close it,0,520,161.62036536540836,validation,7,7,104,task_39_demos_24,per_init_ordinal,20260911,32,39,39,libero_10,9,[24],[24],[41],267,55,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,33,put the yellow and white mug in the microwave and close it,0,520,161.39339568745345,validation,7,7,104,task_39_demos_38,per_init_ordinal,20260911,33,39,39,libero_10,9,[38],[38],[5],341,69,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,34,put the yellow and white mug in the microwave and close it,0,520,158.42052120063454,validation,7,7,104,task_39_demos_31,per_init_ordinal,20260911,34,39,39,libero_10,9,[31],[31],[48],291,59,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,35,put the yellow and white mug in the microwave and close it,0,520,164.44611683953553,validation,7,7,104,task_39_demos_33,per_init_ordinal,20260911,35,39,39,libero_10,9,[33],[33],[0],256,52,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,36,put the yellow and white mug in the microwave and close it,0,520,196.32327316701412,validation,7,7,104,task_39_demos_13,per_init_ordinal,20260911,36,39,39,libero_10,9,[13],[13],[30],310,63,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,37,put the yellow and white mug in the microwave and close it,0,520,174.56094510760158,validation,7,7,104,task_39_demos_19,per_init_ordinal,20260911,37,39,39,libero_10,9,[19],[19],[36],317,65,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,38,put the yellow and white mug in the microwave and close it,0,520,177.3007135875523,validation,7,7,104,task_39_demos_40,per_init_ordinal,20260911,38,39,39,libero_10,9,[40],[40],[7],342,70,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,39,put the yellow and white mug in the microwave and close it,0,520,159.77681513875723,validation,7,7,104,task_39_demos_09,per_init_ordinal,20260911,39,39,39,libero_10,9,[9],[9],[26],301,61,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,40,put the yellow and white mug in the microwave and close it,0,520,157.35599011462182,validation,7,7,104,task_39_demos_12,per_init_ordinal,20260911,40,39,39,libero_10,9,[12],[12],[29],334,68,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,41,put the yellow and white mug in the microwave and close it,0,520,160.39934891276062,validation,7,7,104,task_39_demos_42,per_init_ordinal,20260911,41,39,39,libero_10,9,[42],[42],[9],288,59,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,42,put the yellow and white mug in the microwave and close it,0,520,161.67895638849586,validation,7,7,104,task_39_demos_14,per_init_ordinal,20260911,42,39,39,libero_10,9,[14],[14],[31],329,67,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,43,put the yellow and white mug in the microwave and close it,0,520,159.41974736191332,validation,7,7,104,task_39_demos_22,per_init_ordinal,20260911,43,39,39,libero_10,9,[22],[22],[39],306,62,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,44,put the yellow and white mug in the microwave and close it,0,520,160.25739571172744,validation,7,7,104,task_39_demos_15,per_init_ordinal,20260911,44,39,39,libero_10,9,[15],[15],[32],316,64,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,45,put the yellow and white mug in the microwave and close it,0,520,160.29514668881893,validation,7,7,104,task_39_demos_43,per_init_ordinal,20260911,45,39,39,libero_10,9,[43],[43],[10],316,64,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,46,put the yellow and white mug in the microwave and close it,0,520,157.2373470775783,validation,7,7,104,task_39_demos_00,per_init_ordinal,20260911,46,39,39,libero_10,9,[0],[0],[17],329,67,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,47,put the yellow and white mug in the microwave and close it,0,520,163.26081821136177,validation,7,7,104,task_39_demos_20,per_init_ordinal,20260911,47,39,39,libero_10,9,[20],[20],[37],286,58,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,48,put the yellow and white mug in the microwave and close it,0,520,195.12178723327816,validation,7,7,104,task_39_demos_39,per_init_ordinal,20260911,48,39,39,libero_10,9,[39],[39],[6],345,70,True,1,True
cross_episode_correct_200,200,correct,libero_10,9,49,put the yellow and white mug in the microwave and close it,0,520,173.5162921762094,validation,7,7,104,task_39_demos_06,per_init_ordinal,20260911,49,39,39,libero_10,9,[6],[6],[23],317,65,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,0,open the top drawer and put the bowl inside,0,300,162.90933626890182,validation,7,7,60,task_23_demos_35,per_init_ordinal,20260911,0,23,23,libero_goal,3,[35],[35],[2],186,38,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,1,open the top drawer and put the bowl inside,0,300,161.905228712596,validation,7,7,60,task_23_demos_13,per_init_ordinal,20260911,1,23,23,libero_goal,3,[13],[13],[30],190,39,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,2,open the top drawer and put the bowl inside,0,300,161.02193089015782,validation,7,7,60,task_23_demos_15,per_init_ordinal,20260911,2,23,23,libero_goal,3,[15],[15],[32],185,38,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,3,open the top drawer and put the bowl inside,0,300,160.08243150543422,validation,7,7,60,task_23_demos_08,per_init_ordinal,20260911,3,23,23,libero_goal,3,[8],[8],[25],184,38,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,4,open the top drawer and put the bowl inside,0,300,159.16460615117103,validation,7,7,60,task_23_demos_34,per_init_ordinal,20260911,4,23,23,libero_goal,3,[34],[34],[1],198,41,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,5,open the top drawer and put the bowl inside,0,300,158.31402957905084,validation,7,7,60,task_23_demos_28,per_init_ordinal,20260911,5,23,23,libero_goal,3,[28],[28],[45],270,55,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,6,open the top drawer and put the bowl inside,0,300,157.4032098473981,validation,7,7,60,task_23_demos_29,per_init_ordinal,20260911,6,23,23,libero_goal,3,[29],[29],[46],202,42,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,7,open the top drawer and put the bowl inside,0,300,156.48765992745757,validation,7,7,60,task_23_demos_19,per_init_ordinal,20260911,7,23,23,libero_goal,3,[19],[19],[36],196,40,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,8,open the top drawer and put the bowl inside,0,300,161.7950107054785,validation,7,7,60,task_23_demos_17,per_init_ordinal,20260911,8,23,23,libero_goal,3,[17],[17],[34],177,37,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,9,open the top drawer and put the bowl inside,0,300,160.6841693269089,validation,7,7,60,task_23_demos_02,per_init_ordinal,20260911,9,23,23,libero_goal,3,[2],[2],[19],284,58,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,10,open the top drawer and put the bowl inside,0,300,159.5937934629619,validation,7,7,60,task_23_demos_00,per_init_ordinal,20260911,10,23,23,libero_goal,3,[0],[0],[17],170,35,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,11,open the top drawer and put the bowl inside,0,300,158.4984380491078,validation,7,7,60,task_23_demos_31,per_init_ordinal,20260911,11,23,23,libero_goal,3,[31],[31],[48],206,42,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,12,open the top drawer and put the bowl inside,0,300,157.48141637817025,validation,7,7,60,task_23_demos_03,per_init_ordinal,20260911,12,23,23,libero_goal,3,[3],[3],[20],199,41,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,13,open the top drawer and put the bowl inside,0,300,156.428034812212,validation,7,7,60,task_23_demos_30,per_init_ordinal,20260911,13,23,23,libero_goal,3,[30],[30],[47],199,41,True,1,True
cross_episode_correct_200,200,correct,libero_goal,3,14,open the top drawer and put the bowl inside,0,300,155.21946645062417,validation,7,7,60,task_23_demos_05,per_init_ordinal,20260911,14,23,23,libero_goal,3,[5],[5],[22],176,36,True,1,True
