suite,task_id,init_state_id,language,reference_label,c600_success,reference_success,c600_steps,reference_steps,same_task_state,same_language,same_env_seed,same_policy_seed_root,policy_noise_prefix_equal,c600_policy_noise_draws,reference_policy_noise_draws,c600_panel_integrity_passed,reference_panel_integrity_passed,c600_arm,c600_suite,c600_task_id,c600_init_state_id,c600_language,c600_wall_seconds,c600_split_role,c600_env_seed,c600_policy_seed_root,c600_condition_id,c600_selection_mode,c600_selection_seed,c600_video_ordinal,c600_language_global_task_id,c600_used_video_global_task_id,c600_used_video_suite,c600_used_video_task_id,c600_teacher_demo_indices,c600_paired_correct_demos,c600_paired_other_demos,c600_video_raw_frame_count,c600_video_sampled_frame_count,c600_single_complete_rank16,c600_writer_invocations,reference_arm,reference_suite,reference_task_id,reference_init_state_id,reference_language,reference_wall_seconds,reference_split_role,reference_env_seed,reference_policy_seed_root,reference_condition_id,reference_selection_mode,reference_selection_seed,reference_video_ordinal,reference_language_global_task_id,reference_used_video_global_task_id,reference_used_video_suite,reference_used_video_task_id,reference_teacher_demo_indices,reference_paired_correct_demos,reference_paired_other_demos,reference_video_raw_frame_count,reference_video_sampled_frame_count,reference_single_complete_rank16,reference_writer_invocations
libero_10,1,31,put both the cream cheese box and the butter in the basket,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,31,put both the cream cheese box and the butter in the basket,160.7437799917534,validation,7,7,task_31_demos_22,per_init_ordinal,20260911,31,31,31,libero_10,1,[22],[22],[39],260,53,True,1,,libero_10,1,31,put both the cream cheese box and the butter in the basket,197.57793908007443,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,32,put both the cream cheese box and the butter in the basket,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,32,put both the cream cheese box and the butter in the basket,136.42104483302683,validation,7,7,task_31_demos_41,per_init_ordinal,20260911,32,31,31,libero_10,1,[41],[41],[8],249,51,True,1,,libero_10,1,32,put both the cream cheese box and the butter in the basket,210.19528504973277,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,33,put both the cream cheese box and the butter in the basket,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,33,put both the cream cheese box and the butter in the basket,140.64319320674986,validation,7,7,task_31_demos_40,per_init_ordinal,20260911,33,31,31,libero_10,1,[40],[40],[7],235,48,True,1,,libero_10,1,33,put both the cream cheese box and the butter in the basket,226.66925776284188,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,34,put both the cream cheese box and the butter in the basket,source_validation,1,0,307,520,True,True,True,True,True,62,104,True,True,correct,libero_10,1,34,put both the cream cheese box and the butter in the basket,101.8082803208381,validation,7,7,task_31_demos_13,per_init_ordinal,20260911,34,31,31,libero_10,1,[13],[13],[30],272,56,True,1,,libero_10,1,34,put both the cream cheese box and the butter in the basket,228.3000874859281,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,35,put both the cream cheese box and the butter in the basket,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,35,put both the cream cheese box and the butter in the basket,165.9271778119728,validation,7,7,task_31_demos_16,per_init_ordinal,20260911,35,31,31,libero_10,1,[16],[16],[33],321,65,True,1,,libero_10,1,35,put both the cream cheese box and the butter in the basket,227.48617656622082,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,36,put both the cream cheese box and the butter in the basket,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,36,put both the cream cheese box and the butter in the basket,180.0650156000629,validation,7,7,task_31_demos_10,per_init_ordinal,20260911,36,31,31,libero_10,1,[10],[10],[27],310,63,True,1,,libero_10,1,36,put both the cream cheese box and the butter in the basket,227.12205412006006,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,37,put both the cream cheese box and the butter in the basket,source_validation,1,0,295,520,True,True,True,True,True,59,104,True,True,correct,libero_10,1,37,put both the cream cheese box and the butter in the basket,120.50799519754946,validation,7,7,task_31_demos_17,per_init_ordinal,20260911,37,31,31,libero_10,1,[17],[17],[34],244,50,True,1,,libero_10,1,37,put both the cream cheese box and the butter in the basket,226.67513672681525,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,38,put both the cream cheese box and the butter in the basket,source_validation,1,0,311,520,True,True,True,True,True,63,104,True,True,correct,libero_10,1,38,put both the cream cheese box and the butter in the basket,100.83229013159871,validation,7,7,task_31_demos_06,per_init_ordinal,20260911,38,31,31,libero_10,1,[6],[6],[23],303,62,True,1,,libero_10,1,38,put both the cream cheese box and the butter in the basket,226.142064596992,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,39,put both the cream cheese box and the butter in the basket,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,39,put both the cream cheese box and the butter in the basket,145.34845062997192,validation,7,7,task_31_demos_27,per_init_ordinal,20260911,39,31,31,libero_10,1,[27],[27],[44],257,53,True,1,,libero_10,1,39,put both the cream cheese box and the butter in the basket,225.26854463899508,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,40,put both the cream cheese box and the butter in the basket,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,40,put both the cream cheese box and the butter in the basket,156.67429879680276,validation,7,7,task_31_demos_36,per_init_ordinal,20260911,40,31,31,libero_10,1,[36],[36],[3],244,50,True,1,,libero_10,1,40,put both the cream cheese box and the butter in the basket,225.58642408112064,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,41,put both the cream cheese box and the butter in the basket,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,41,put both the cream cheese box and the butter in the basket,159.55416164919734,validation,7,7,task_31_demos_26,per_init_ordinal,20260911,41,31,31,libero_10,1,[26],[26],[43],322,66,True,1,,libero_10,1,41,put both the cream cheese box and the butter in the basket,226.52330797491595,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,42,put both the cream cheese box and the butter in the basket,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,42,put both the cream cheese box and the butter in the basket,128.7499890588224,validation,7,7,task_31_demos_44,per_init_ordinal,20260911,42,31,31,libero_10,1,[44],[44],[11],276,56,True,1,,libero_10,1,42,put both the cream cheese box and the butter in the basket,227.47013251809403,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,43,put both the cream cheese box and the butter in the basket,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,43,put both the cream cheese box and the butter in the basket,158.9836734700948,validation,7,7,task_31_demos_19,per_init_ordinal,20260911,43,31,31,libero_10,1,[19],[19],[36],255,52,True,1,,libero_10,1,43,put both the cream cheese box and the butter in the basket,218.58331443089992,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,44,put both the cream cheese box and the butter in the basket,source_validation,1,0,268,520,True,True,True,True,True,54,104,True,True,correct,libero_10,1,44,put both the cream cheese box and the butter in the basket,76.90688860230148,validation,7,7,task_31_demos_14,per_init_ordinal,20260911,44,31,31,libero_10,1,[14],[14],[31],246,50,True,1,,libero_10,1,44,put both the cream cheese box and the butter in the basket,217.23792395927012,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,45,put both the cream cheese box and the butter in the basket,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,45,put both the cream cheese box and the butter in the basket,139.2804864635691,validation,7,7,task_31_demos_08,per_init_ordinal,20260911,45,31,31,libero_10,1,[8],[8],[25],238,49,True,1,,libero_10,1,45,put both the cream cheese box and the butter in the basket,215.9536051317118,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,46,put both the cream cheese box and the butter in the basket,source_validation,1,1,327,501,True,True,True,True,True,66,101,True,True,correct,libero_10,1,46,put both the cream cheese box and the butter in the basket,106.00201807450503,validation,7,7,task_31_demos_05,per_init_ordinal,20260911,46,31,31,libero_10,1,[5],[5],[22],279,57,True,1,,libero_10,1,46,put both the cream cheese box and the butter in the basket,209.18572976998985,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,47,put both the cream cheese box and the butter in the basket,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,47,put both the cream cheese box and the butter in the basket,164.50862396135926,validation,7,7,task_31_demos_30,per_init_ordinal,20260911,47,31,31,libero_10,1,[30],[30],[47],249,51,True,1,,libero_10,1,47,put both the cream cheese box and the butter in the basket,212.77425829088315,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,48,put both the cream cheese box and the butter in the basket,source_validation,1,0,384,520,True,True,True,True,True,77,104,True,True,correct,libero_10,1,48,put both the cream cheese box and the butter in the basket,138.09209258388728,validation,7,7,task_31_demos_29,per_init_ordinal,20260911,48,31,31,libero_10,1,[29],[29],[46],247,51,True,1,,libero_10,1,48,put both the cream cheese box and the butter in the basket,158.9488887512125,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,1,49,put both the cream cheese box and the butter in the basket,source_validation,1,0,312,520,True,True,True,True,True,63,104,True,True,correct,libero_10,1,49,put both the cream cheese box and the butter in the basket,126.10107806324959,validation,7,7,task_31_demos_01,per_init_ordinal,20260911,49,31,31,libero_10,1,[1],[1],[18],252,52,True,1,,libero_10,1,49,put both the cream cheese box and the butter in the basket,77.7935649161227,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,9,0,put the yellow and white mug in the microwave and close it,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,9,0,put the yellow and white mug in the microwave and close it,195.51949795149267,validation,7,7,task_39_demos_47,per_init_ordinal,20260911,0,39,39,libero_10,9,[47],[47],[14],248,51,True,1,,libero_10,9,0,put the yellow and white mug in the microwave and close it,158.2537557221949,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,9,1,put the yellow and white mug in the microwave and close it,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,9,1,put the yellow and white mug in the microwave and close it,187.31842342671007,validation,7,7,task_39_demos_48,per_init_ordinal,20260911,1,39,39,libero_10,9,[48],[48],[15],267,55,True,1,,libero_10,9,1,put the yellow and white mug in the microwave and close it,158.47035572025925,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,9,2,put the yellow and white mug in the microwave and close it,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,9,2,put the yellow and white mug in the microwave and close it,180.25757620017976,validation,7,7,task_39_demos_04,per_init_ordinal,20260911,2,39,39,libero_10,9,[4],[4],[21],364,74,True,1,,libero_10,9,2,put the yellow and white mug in the microwave and close it,158.63719663210213,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,9,3,put the yellow and white mug in the microwave and close it,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,9,3,put the yellow and white mug in the microwave and close it,159.08573926240206,validation,7,7,task_39_demos_27,per_init_ordinal,20260911,3,39,39,libero_10,9,[27],[27],[44],373,76,True,1,,libero_10,9,3,put the yellow and white mug in the microwave and close it,158.78911541216075,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,9,4,put the yellow and white mug in the microwave and close it,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,9,4,put the yellow and white mug in the microwave and close it,161.05803969316185,validation,7,7,task_39_demos_17,per_init_ordinal,20260911,4,39,39,libero_10,9,[17],[17],[34],279,57,True,1,,libero_10,9,4,put the yellow and white mug in the microwave and close it,158.97846095403656,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,9,5,put the yellow and white mug in the microwave and close it,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,9,5,put the yellow and white mug in the microwave and close it,164.42566309962422,validation,7,7,task_39_demos_26,per_init_ordinal,20260911,5,39,39,libero_10,9,[26],[26],[43],258,53,True,1,,libero_10,9,5,put the yellow and white mug in the microwave and close it,159.02572709601372,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,9,6,put the yellow and white mug in the microwave and close it,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,9,6,put the yellow and white mug in the microwave and close it,163.76815752591938,validation,7,7,task_39_demos_11,per_init_ordinal,20260911,6,39,39,libero_10,9,[11],[11],[28],253,52,True,1,,libero_10,9,6,put the yellow and white mug in the microwave and close it,159.16477812966332,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,9,7,put the yellow and white mug in the microwave and close it,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,9,7,put the yellow and white mug in the microwave and close it,160.63315929379314,validation,7,7,task_39_demos_45,per_init_ordinal,20260911,7,39,39,libero_10,9,[45],[45],[12],375,76,True,1,,libero_10,9,7,put the yellow and white mug in the microwave and close it,159.2921200939454,validation,7,7,,,,,,,,,[],[],[],,,,
libero_10,9,8,put the yellow and white mug in the microwave and close it,source_validation,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,9,8,put the yellow and white mug in the microwave and close it,167.5718965632841,validation,7,7,task_39_demos_41,per_init_ordinal,20260911,8,39,39,libero_10,9,[41],[41],[8],353,72,True,1,,libero_10,9,8,put the yellow and white mug in the microwave and close it,161.15887675993145,validation,7,7,,,,,,,,,[],[],[],,,,
